x,ГЛ (a=0),Капуто (L1),ГЛ - Капуто,f(0)*x^{-a}/Г(1-a)
0.5,1.920051338374967,1.125432041707269,0.7946192966676981,0.7978845608028655
0.9,2.6086151865930245,2.0173832804157565,0.591231906177268,0.5947080387175905
1.3,3.7670611984691074,3.2768857270471567,0.4901754714219506,0.49482699866005286
1.7000000000000002,5.542690321104034,5.116623483509653,0.426066837594381,0.4327136576535075
2.1,8.215001814149733,7.83540112099612,0.37960069315361356,0.3893278005460124
2.5,12.215163844769359,11.872716151674737,0.34244769309462164,0.35682482323055426
