h,ГЛ,точная,ошибка,ошибка(h)/ошибка(h/2)
0.2,0.6205744695418686,0.5403023058681398,0.0802721636737288,
0.1,0.5814407518041309,0.5403023058681398,0.04113844593599114,1.951268742592447
0.05,0.5611096003704552,0.5403023058681398,0.020807294502315443,1.9771165314843426
0.025,0.5507638656255542,0.5403023058681398,0.010461559757414474,1.9889285139884219
0.0125,0.5455473607818373,0.5403023058681398,0.005245054913697533,1.9945567643331943
0.00625,0.5429283765495185,0.5403023058681398,0.002626070681378767,1.997301501018137
